0601120200101,0.0
0601120200103,0.0
0601120200104,0.0
0601120200105,0.0
0601120200106,0.0
0601120200108,0.0
0601120200109,2.47
0601120200112,0.0
0601120200113,0.0
0601120200115,0.0
0601120200116,0.0
0601120200117,0.0
0601120200118,0.0
0601120200119,0.0
0601120200120,0.0
0601120200122,0.0
0601120200124,0.0
0601120200125,0.0
0601120200126,0.0
0601120200127,27.91
0601120200128,0.0
0601120200129,0.0
0601120200131,0.0
0601120200201,0.0
0601120200202,0.0
0601120200203,0.0
0601120200204,1.11
0601120200205,0.0
0601120200206,0.0
0601120200207,0.0
0601120200210,0.0
0601120200212,0.0
0601120200213,0.0
0601120200214,0.0
0601120200215,116.09
0601120200216,0.0
0601120200217,0.0
0601120200218,0.0
0601120200219,0.0
0601120200220,0.0
0601120200221,0.0
0601120200222,0.86
0601120200223,0.0
0601120200227,205.47
0601120200228,0.0
0601120200229,0.0
0601120200301,0.43
0601120200302,0.0
0601120200303,0.0
0601120200304,0.0
0601120200305,0.0
0601120200306,0.0
0601120200307,0.0
0601120200308,0.0
0601120200309,0.0
0601120200310,0.0
0601120200311,0.0
0601120200312,0.0
0601120200313,0.0
0601120200314,0.0
0601120200315,0.0
0601120200316,0.0
0601120200319,0.0
0601120200320,0.0
0601120200321,0.0
0601120200322,0.0
0601120200323,0.03
0601120200324,18.79
0601120200325,0.0
0601120200326,0.0
0601120200327,2.12
0601120200401,0.0
0601120200402,0.0
0601120200404,0.0
0601120200407,0.0
0601120200408,26.32
0601120200409,0.0
0601120200410,0.0
0601120200411,0.0
0601120200412,0.0
0601120200415,0.0
0601120200418,0.0
0601120200419,0.0
0601120200420,1.78
0601120200421,0.0
0601120200422,0.0
0601120200423,0.0
0601120200424,0.0
0601120200425,0.0
0601120200426,3.55
0601120200427,0.0
0601120200428,6.74
0601120200429,0.0
0601120200430,0.0
0601120200501,0.0
0601120200502,0.0
0601120200503,0.0
0601120200504,0.2
0601120200505,0.0
0601120200506,0.0
0601120200507,0.0
0601120200508,0.0
0601120200509,0.54
0601120200510,0.0
0601120200511,0.0
0601120200512,0.0
0601120200513,0.0
0601120200514,0.0
0601120200517,0.0
0601120200518,0.0
0601120200519,12.58
0601120200520,0.0
0601120200521,0.0
0601120200522,0.0
0601120200523,0.0
0601120200524,0.0
0601120200525,0.39
0601120200526,0.0
0601120200527,0.0
0601120200528,5.44
0601120200529,0.0
0601120200530,0.0
0601120200531,0.0
0601120200601,0.0
0601120200602,0.0
0601120200603,0.0
0601120200604,0.0
0601120200605,0.0
0601120200606,0.0
0601120200607,0.0
0601120200608,0.0
0601120200609,10.98
0601120200610,0.0
0601120200611,5.21
0601120200612,0.0
0601120200613,0.0
0601120200614,0.0
0601120200615,0.0
0601120200616,0.0
0601120200617,0.0
0601120200618,0.0
0601120200619,0.0
0601120200620,0.0
0601120200621,0.0
0601120200622,2.92
0601120200623,17.55
0601120200624,0.0
0601120200626,0.0
0601120200627,0.0
0601120200628,0.0
0601120200629,0.0
0601120200701,0.09
0601120200702,0.0
0601120200703,0.01
0601120200704,8.72
0601120200705,0.0
0601120200706,0.0
0601120200707,0.0
0601120200708,0.0
0601120200709,0.25
0601120200710,0.0
0601120200711,0.0
0601120200712,0.0
0601120200713,0.0
0601120200715,0.0
0601120200716,0.0
0601120200717,0.0
0601120200718,0.0
0601120200719,0.0
0601120200720,4.79
0601120200721,0.0
0601120200722,0.0
0601120200723,12.49
0601120200724,0.0
0601120200725,0.0
0601120200726,0.0
0601120200727,0.0
0601120200728,0.0
0601120200729,0.0
0601120200730,0.0
0601120200731,0.0
0601120200801,0.0
0601120200802,1.91
0601120200803,0.0
0601120200804,0.0
0601120200805,0.0
0601120200806,0.0
0601120200807,0.0
0601120200808,1.58
0601120200809,4.27
0601120200810,0.0
0601120200811,0.0
0601120200815,0.0
0601120200816,0.0
0601120200817,0.0
0601120200818,0.0
0601120200819,0.0
0601120200820,0.0
0601120200821,0.0
0601120200822,0.0
0601120200824,0.0
0601120200825,0.0
0601120200826,0.0
0601120200827,0.0
0601120200828,11.01
0601120200829,0.0
0601120200830,0.0
0601120200831,0.0
0601120200901,0.0
0601120200902,0.0
0601120200903,0.01
0601120200904,5.92
0601120200905,0.0
0601120200906,0.0
0601120200908,0.0
0601120200910,0.0
0601120200911,0.21
0601120200912,8.57
0601120200913,0.0
0601120200914,0.0
0601120200915,0.0
0601120200916,0.0
0601120200918,0.0
0601120200919,0.0
0601120200920,0.0
0601120200921,0.0
0601120200922,13.47
0601120200923,0.0
0601120200924,0.07
0601120200926,0.0
0601120200927,0.0
0601120200928,0.0
0601120200929,4.95
0601120200930,0.0
0601120201001,0.0
0601120201002,0.0
0601120201003,0.0
0601120201004,0.0
0601120201005,0.0
0601120201006,0.0
0601120201007,0.0
0601120201008,0.0
0601120201009,2.64
0601120201010,0.0
0601120201011,0.0
0601120201012,0.0
0601120201013,0.0
0601120201014,1.81
0601120201015,0.0
0601120201017,0.0
0601120201018,0.0
0601120201019,0.0
0601120201020,7.88
0601120201021,0.0
0601120201022,0.0
0601120201023,0.0
0601120201025,2.02
0601120201027,0.0
0601120201028,0.0
0601120201101,0.0
0601120201102,0.0
0601120201103,0.0
0601120201104,0.0
0601120201106,0.0
0601120201107,0.0
0601120201110,0.0
0601120201112,0.0
0601120201113,0.0
0601120201114,0.44
0601120201115,0.0
0601120201116,0.0
0601120201118,0.0
0601120201119,0.09
0601120201120,0.0
0601120201122,0.0
0601120201124,25.36
0601120201125,0.0
0601120201126,0.0
0601120201127,0.0
0601120201128,0.0
0601120201129,0.15
0601120201130,0.0
0601120201201,0.0
0601120201204,0.0
0601120201205,0.0
0601120201206,0.0
0601120201207,6.52
0601120201209,0.36
0601120201210,0.0
0601120201211,0.0
0601120201212,4.67
0601120201213,0.69
0601120201214,0.0
0601120201215,0.0
0601120201216,0.0
0601120201217,13.78
0601120201218,0.0
0601120201219,0.0
0601120201220,16.92
0601120201221,0.0
0601120201223,0.0
0601120201224,0.0
0601120201225,0.0
0601120201226,0.0
0601120201227,27.84
0601120201228,0.0
0601120201230,0.0
0601120201231,0.0
0601120190101,0.0
0601120190102,0.0
0601120190103,0.0
0601120190104,0.0
0601120190105,0.0
0601120190106,0.0
0601120190107,0.0
0601120190108,0.0
0601120190109,0.0
0601120190110,0.0
0601120190111,0.0
0601120190112,0.0
